pais,coordinates 
francia,"{u'type': u'Point', u'coordinates': [-3.21667, 43.3833]}"
francia,"{u'type': u'Point', u'coordinates': [-3.2160139, 51.4329571]}"
francia,"{u'type': u'Point', u'coordinates': [-3.2156354, 43.3688221]}"
francia,"{u'type': u'Point', u'coordinates': [-3.21423, 53.1543]}"
francia,"{u'type': u'Point', u'coordinates': [-3.2135941, 43.3747531]}"
francia,"{u'type': u'Point', u'coordinates': [-3.20022295, 51.47082632]}"
francia,"{u'type': u'Point', u'coordinates': [-3.2, 41.8833]}"
francia,"{u'type': u'Point', u'coordinates': [-3.2, 47.65]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1958678, 50.7926527]}"
francia,"{u'type': u'Point', u'coordinates': [-3.193333, 47.6567]}"
francia,"{u'type': u'Point', u'coordinates': [-3.19040211, 50.6968845]}"
francia,"{u'type': u'Point', u'coordinates': [-3.19, 50.8]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1867, 51.4853]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1867, 51.4853]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1867, 51.4853]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1867, 51.4853]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1867, 51.4853]}"
francia,"{u'type': u'Point', u'coordinates': [-3.18333, 48.2167]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1812, 51.4767494]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1809557, 51.4167835]}"
francia,"{u'type': u'Point', u'coordinates': [-3.18057749, 51.4816902]}"
francia,"{u'type': u'Point', u'coordinates': [-3.18057749, 51.4816902]}"
francia,"{u'type': u'Point', u'coordinates': [-3.17927113, 51.46506865]}"
francia,"{u'type': u'Point', u'coordinates': [-3.175714, 51.514711]}"
francia,"{u'type': u'Point', u'coordinates': [-3.17502559, 51.43583597]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1744051, 51.48234503]}"
francia,"{u'type': u'Point', u'coordinates': [-3.17337513, 51.43732999]}"
francia,"{u'type': u'Point', u'coordinates': [-3.17153381, 51.44535205]}"
francia,"{u'type': u'Point', u'coordinates': [-3.16809654, 51.43394572]}"
francia,"{u'type': u'Point', u'coordinates': [-3.166666, 48.85]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1661104, 51.4462336]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1661104, 51.4462336]}"
francia,"{u'type': u'Point', u'coordinates': [-3.16488317, 51.46319169]}"
francia,"{u'type': u'Point', u'coordinates': [-3.157, 43.1301]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1517092, 51.4963105]}"
francia,"{u'type': u'Point', u'coordinates': [-3.15125011, 51.51635256]}"
francia,"{u'type': u'Point', u'coordinates': [-3.15, 47.35]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1467868, 50.97593251]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1467868, 50.97593251]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1467868, 50.97593251]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1467868, 50.97593251]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1467868, 50.97593251]}"
francia,"{u'type': u'Point', u'coordinates': [-3.13561918, 53.06284661]}"
francia,"{u'type': u'Point', u'coordinates': [-3.13492, 43.21421]}"
francia,"{u'type': u'Point', u'coordinates': [-3.13333, 50.7]}"
francia,"{u'type': u'Point', u'coordinates': [-3.12952369, 51.53937681]}"
francia,"{u'type': u'Point', u'coordinates': [-3.12111854, 47.47975365]}"
francia,"{u'type': u'Point', u'coordinates': [-3.12111854, 47.47975365]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1207, 51.6169]}"
francia,"{u'type': u'Point', u'coordinates': [-3.11237417, 43.34926]}"
francia,"{u'type': u'Point', u'coordinates': [-3.10694248, 51.01050298]}"
francia,"{u'type': u'Point', u'coordinates': [-3.10472, 51.0211]}"
francia,"{u'type': u'Point', u'coordinates': [-3.10472, 51.0211]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1040311, 53.2361714]}"
francia,"{u'type': u'Point', u'coordinates': [-3.10301542, 51.01604956]}"
francia,"{u'type': u'Point', u'coordinates': [-3.10247898, 51.01907325]}"
francia,"{u'type': u'Point', u'coordinates': [-3.102, 51.008]}"
francia,"{u'type': u'Point', u'coordinates': [-3.102, 51.008]}"
francia,"{u'type': u'Point', u'coordinates': [-3.1, 47.4833]}"
francia,"{u'type': u'Point', u'coordinates': [-3.09667166, 50.69261096]}"
francia,"{u'type': u'Point', u'coordinates': [-3.093, 50.698]}"
francia,"{u'type': u'Point', u'coordinates': [-3.093, 50.698]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0917815, 50.6972319]}"
francia,"{u'type': u'Point', u'coordinates': [-3.08879, 50.706]}"
francia,"{u'type': u'Point', u'coordinates': [-3.08879, 50.706]}"
francia,"{u'type': u'Point', u'coordinates': [-3.08879, 50.706]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0677974, 41.58703007]}"
francia,"{u'type': u'Point', u'coordinates': [-3.05413, 51.5905]}"
francia,"{u'type': u'Point', u'coordinates': [-3.03626, 43.30931]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0329723, 53.1997351]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0318299, 43.32021]}"
francia,"{u'type': u'Point', u'coordinates': [-3.0318299, 43.32021]}"
francia,"{u'type': u'Point', u'coordinates': [-3.02814, 51.5616]}"
francia,"{u'type': u'Point', u'coordinates': [-3.01333333, 42.32666667]}"
francia,"{u'type': u'Point', u'coordinates': [-3.01206582, 43.34449973]}"
francia,"{u'type': u'Point', u'coordinates': [-3.01166667, 43.35277778]}"
francia,"{u'type': u'Point', u'coordinates': [-3.01019578, 51.58323835]}"
francia,"{u'type': u'Point', u'coordinates': [-3.01, 47.5883]}"
francia,"{u'type': u'Point', u'coordinates': [-3.00638889, 43.34416667]}"
francia,"{u'type': u'Point', u'coordinates': [-3.00042529, 50.78170749]}"
francia,"{u'type': u'Point', u'coordinates': [-3, 53.9167]}"
francia,"{u'type': u'Point', u'coordinates': [-3, 53.9167]}"
francia,"{u'type': u'Point', u'coordinates': [-3, 54.1167]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9983, 51.5877]}"
francia,"{u'type': u'Point', u'coordinates': [-2.997664, 51.584151]}"
francia,"{u'type': u'Point', u'coordinates': [-2.99753845, 51.2284761]}"
francia,"{u'type': u'Point', u'coordinates': [-2.99683671, 51.75200268]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9940982, 50.75127071]}"
francia,"{u'type': u'Point', u'coordinates': [-2.99365272, 51.58829538]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9935, 51.2376]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9935, 51.2376]}"
francia,"{u'type': u'Point', u'coordinates': [-2.99055576, 43.28803052]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98693992, 43.29666264]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98693992, 43.29666264]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98693992, 43.29666264]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98333, 43.3]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98333, 43.3]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98333, 48.2]}"
francia,"{u'type': u'Point', u'coordinates': [-2.98178, 43.28636]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9817197, 51.3412031]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9817197, 51.3412031]}"
francia,"{u'type': u'Point', u'coordinates': [-2.97574997, 43.30288274]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96667, 43.3833]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96667, 43.3833]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96667, 53.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96667, 53.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96667, 53.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96667, 53.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9651917, 50.8728905]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96299849, 43.25779307]}"
francia,"{u'type': u'Point', u'coordinates': [-2.96008587, 43.2773303]}"
francia,"{u'type': u'Point', u'coordinates': [-2.95774154, 43.32736163]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9525, 42.44194444]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9525, 42.44194444]}"
francia,"{u'type': u'Point', u'coordinates': [-2.95194728, 51.60836012]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94944444, 50.87722222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.947576, 43.2626194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94677, 51.6055]}"
francia,"{u'type': u'Point', u'coordinates': [-2.945833, 48.7917]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94450684, 43.37994717]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94278, 50.8844]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94111111, 43.26583333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9410243, 43.26768]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94, 43.26]}"
francia,"{u'type': u'Point', u'coordinates': [-2.94, 43.26]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9366683, 43.2621135]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9361027, 50.72361296]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93582258, 50.72357673]}"
francia,"{u'type': u'Point', u'coordinates': [-2.934985, 43.263013]}"
francia,"{u'type': u'Point', u'coordinates': [-2.934985, 43.263013]}"
francia,"{u'type': u'Point', u'coordinates': [-2.934985, 43.263013]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93498, 43.26176]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9345, 43.2681]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9345, 43.2681]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9345, 43.2681]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9345, 43.2681]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9345, 43.2681]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93446905, 43.26837248]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93420536, 43.2687051]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9341138, 50.7242478]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93375, 43.26753]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93333, 43.27008]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93333, 48.6833]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93333, 50.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.93333, 50.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9328835, 48.7156703]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9304087, 43.41155117]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92991, 43.2629]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9277, 51.3578]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92729311, 43.25557034]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92601109, 43.25192341]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9255609, 51.8497194]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92512349, 43.26496319]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92479604, 43.26227651]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92479604, 43.26227651]}"
francia,"{u'type': u'Point', u'coordinates': [-2.92415, 43.25561]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9236, 43.2569]}"
francia,"{u'type': u'Point', u'coordinates': [-2.916667, 47.55]}"
francia,"{u'type': u'Point', u'coordinates': [-2.91607784, 43.2828258]}"
francia,"{u'type': u'Point', u'coordinates': [-2.91444722, 43.37168333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.91166667, 43.25416667]}"
francia,"{u'type': u'Point', u'coordinates': [-2.9107, 43.301]}"
francia,"{u'type': u'Point', u'coordinates': [-2.910556, 43.301111]}"
francia,"{u'type': u'Point', u'coordinates': [-2.903333, 47.57]}"
francia,"{u'type': u'Point', u'coordinates': [-2.903333, 47.57]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8977684, 43.43272346]}"
francia,"{u'type': u'Point', u'coordinates': [-2.89361, 47.5442]}"
francia,"{u'type': u'Point', u'coordinates': [-2.88333, 42.5167]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8775, 53.985]}"
francia,"{u'type': u'Point', u'coordinates': [-2.86505, 42.32583333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.85, 47.55]}"
francia,"{u'type': u'Point', u'coordinates': [-2.841441, 43.23255741]}"
francia,"{u'type': u'Point', u'coordinates': [-2.841441, 43.23255741]}"
francia,"{u'type': u'Point', u'coordinates': [-2.841441, 43.23255741]}"
francia,"{u'type': u'Point', u'coordinates': [-2.841441, 43.23255741]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8381169, 48.28043835]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8381169, 48.28043835]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8381169, 48.28043835]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8381169, 48.28043835]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8381169, 48.28043835]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8381169, 48.28043835]}"
francia,"{u'type': u'Point', u'coordinates': [-2.83333, 43.2333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.83333, 43.35]}"
francia,"{u'type': u'Point', u'coordinates': [-2.83333, 43.35]}"
francia,"{u'type': u'Point', u'coordinates': [-2.82555556, 51.38555556]}"
francia,"{u'type': u'Point', u'coordinates': [-2.82334701, 50.72243587]}"
francia,"{u'type': u'Point', u'coordinates': [-2.81667, 42.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.816667, 48.6]}"
francia,"{u'type': u'Point', u'coordinates': [-2.816667, 48.6333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.8055, 50.9451]}"
francia,"{u'type': u'Point', u'coordinates': [-2.805167, 47.6155]}"
francia,"{u'type': u'Point', u'coordinates': [-2.80225057, 43.20793831]}"
francia,"{u'type': u'Point', u'coordinates': [-2.78232445, 51.42551877]}"
francia,"{u'type': u'Point', u'coordinates': [-2.77416932, 51.48980356]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7714966, 51.49380105]}"
francia,"{u'type': u'Point', u'coordinates': [-2.77028, 51.4844]}"
francia,"{u'type': u'Point', u'coordinates': [-2.76990738, 50.89752851]}"
francia,"{u'type': u'Point', u'coordinates': [-2.76667, 50.7167]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7603323, 50.7340594]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7602563, 43.4051414]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75812781, 47.65387866]}"
francia,"{u'type': u'Point', u'coordinates': [-2.756287, 51.431756]}"
francia,"{u'type': u'Point', u'coordinates': [-2.756287, 51.431756]}"
francia,"{u'type': u'Point', u'coordinates': [-2.756287, 51.431756]}"
francia,"{u'type': u'Point', u'coordinates': [-2.756287, 51.431756]}"
francia,"{u'type': u'Point', u'coordinates': [-2.756287, 51.431756]}"
francia,"{u'type': u'Point', u'coordinates': [-2.756287, 51.431756]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75524735, 48.49985231]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75477764, 48.49985742]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75476799, 48.49985566]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75475052, 48.49984779]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7547503, 48.49984805]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75474985, 48.49984852]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75474797, 48.49984918]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75474797, 48.49984919]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7547475, 48.49985214]}"
francia,"{u'type': u'Point', u'coordinates': [-2.754746, 48.49985238]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75473956, 48.49986403]}"
francia,"{u'type': u'Point', u'coordinates': [-2.75, 47.6667]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7469077, 48.51177545]}"
francia,"{u'type': u'Point', u'coordinates': [-2.74549525, 48.5139419]}"
francia,"{u'type': u'Point', u'coordinates': [-2.74202, 51.1212]}"
francia,"{u'type': u'Point', u'coordinates': [-2.74202, 51.1212]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7407778, 51.1277434]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7407778, 51.1277434]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7407778, 51.1277434]}"
francia,"{u'type': u'Point', u'coordinates': [-2.739167, 47.6383]}"
francia,"{u'type': u'Point', u'coordinates': [-2.739167, 47.6383]}"
francia,"{u'type': u'Point', u'coordinates': [-2.73389, 51.0547]}"
francia,"{u'type': u'Point', u'coordinates': [-2.73333, 42.4167]}"
francia,"{u'type': u'Point', u'coordinates': [-2.7185, 47.5891]}"
francia,"{u'type': u'Point', u'coordinates': [-2.71667, 50.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.71667, 50.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.71667, 50.7333]}"
francia,"{u'type': u'Point', u'coordinates': [-2.70948172, 51.38613784]}"
francia,"{u'type': u'Point', u'coordinates': [-2.70685911, 42.84736924]}"
francia,"{u'type': u'Point', u'coordinates': [-2.70685911, 42.84736924]}"
francia,"{u'type': u'Point', u'coordinates': [-2.698591, 51.3728428]}"
francia,"{u'type': u'Point', u'coordinates': [-2.6983868, 43.2204286]}"
francia,"{u'type': u'Point', u'coordinates': [-2.6983868, 43.2204286]}"
francia,"{u'type': u'Point', u'coordinates': [-2.69, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.69, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.69, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.69, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68777778, 51.80972222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68777778, 51.80972222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68777778, 51.80972222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68777778, 51.80972222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68777778, 51.80972222]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68513515, 50.93621622]}"
francia,"{u'type': u'Point', u'coordinates': [-2.683333, 48.566666]}"
francia,"{u'type': u'Point', u'coordinates': [-2.6833, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68205881, 50.94346227]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68083, 47.4931]}"
francia,"{u'type': u'Point', u'coordinates': [-2.68083, 47.4931]}"
francia,"{u'type': u'Point', u'coordinates': [-2.67941, 43.31331]}"
francia,"{u'type': u'Point', u'coordinates': [-2.6761975, 51.641346]}"
francia,"{u'type': u'Point', u'coordinates': [-2.6761975, 51.641346]}"
francia,"{u'type': u'Point', u'coordinates': [-2.67412, 42.85028]}"
francia,"{u'type': u'Point', u'coordinates': [-2.67224029, 47.50475864]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66876496, 42.84431936]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66667, 42.85]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66333333, 51.63944444]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66333333, 51.63944444]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66333333, 51.63944444]}"
francia,"{u'type': u'Point', u'coordinates': [-2.66072318, 42.84525148]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65761223, 42.84549462]}"
francia,"{u'type': u'Point', u'coordinates': [-2.654942, 50.671207]}"
francia,"{u'type': u'Point', u'coordinates': [-2.654942, 50.671207]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 47.7]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.65, 50.95]}"
francia,"{u'type': u'Point', u'coordinates': [-2.64802208, 43.11479519]}"
francia,"{u'type': u'Point', u'coordinates': [-2.64744759, 51.01213466]}"
francia,"{u'type': u'Point', u'coordinates': [-2.6436322, 50.9512674]}"
francia,"{u'type': u'Point', u'coordinates': [-2.64083333, 47.83777778]}"
francia,"{u'type': u'Point', u'coordinates': [-2.64083333, 47.83777778]}"
francia,"{u'type': u'Point', u'coordinates': [-2.63888889, 51.00944444]}"
francia,"{u'type': u'Point', u'coordinates': [-2.63736, 51.5026]}"
